,spot_x,spot_y,cell_count,Endothelium_percentage,Atrial cardiomyocytes_percentage,Cardiomyocytes_percentage,Epicardium_percentage,Fibroblast_percentage,Schwan progenitors_percentage,Smooth muscle cells_percentage,Ventricular cardiomyocytes_percentage,Cell_Num,New_X,New_Y
94,1331.3326015233633,844.5333333333333,9,11.11111111111111,88.88888888888889,0.0,0.0,0.0,0.0,0.0,0.0,94,60.0,30.0
95,1648.8752495776575,844.5333333333333,9,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,95,77.0,30.0
96,1966.4178976319517,844.5333333333333,7,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,96,95.0,30.0
97,2283.9605456862464,844.5333333333333,7,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,97,112.0,30.0
98,2601.50319374054,844.5333333333333,13,0.0,69.23076923076923,0.0,30.76923076923077,0.0,0.0,0.0,0.0,98,129.0,30.0
99,2919.045841794835,844.5333333333333,15,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,99,147.0,30.0
100,3236.5884898491286,844.5333333333333,5,0.0,40.0,0.0,60.0,0.0,0.0,0.0,0.0,100,164.0,30.0
101,3554.131137903423,844.5333333333333,4,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,101,181.0,30.0
102,3871.673785957717,844.5333333333333,16,0.0,0.0,0.0,93.75,6.25,0.0,0.0,0.0,102,199.0,30.0
103,4189.216434012012,844.5333333333333,12,8.333333333333332,16.666666666666664,0.0,58.333333333333336,16.666666666666664,0.0,0.0,0.0,103,216.0,30.0
104,4506.759082066305,844.5333333333333,12,8.333333333333332,91.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,104,233.0,30.0
105,4824.3017301206,844.5333333333333,14,14.285714285714285,85.71428571428571,0.0,0.0,0.0,0.0,0.0,0.0,105,251.0,30.0
106,5141.844378174894,844.5333333333333,16,6.25,93.75,0.0,0.0,0.0,0.0,0.0,0.0,106,268.0,30.0
107,5459.387026229188,844.5333333333333,12,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,107,285.0,30.0
108,5776.929674283483,844.5333333333333,7,14.285714285714285,85.71428571428571,0.0,0.0,0.0,0.0,0.0,0.0,108,303.0,30.0
109,6094.472322337777,844.5333333333333,9,0.0,66.66666666666666,0.0,33.33333333333333,0.0,0.0,0.0,0.0,109,320.0,30.0
110,6412.0149703920715,844.5333333333333,11,0.0,72.72727272727273,0.0,18.181818181818183,0.0,9.090909090909092,0.0,0.0,110,337.0,30.0
111,6729.557618446365,844.5333333333333,14,0.0,50.0,0.0,21.428571428571427,14.285714285714285,7.142857142857142,7.142857142857142,0.0,111,355.0,30.0
112,7047.10026650066,844.5333333333333,16,0.0,68.75,0.0,18.75,6.25,0.0,6.25,0.0,112,372.0,30.0
113,7364.642914554954,844.5333333333333,19,5.263157894736842,15.789473684210526,0.0,36.84210526315789,21.052631578947366,0.0,21.052631578947366,0.0,113,389.0,30.0
114,7682.185562609248,844.5333333333333,17,5.88235294117647,0.0,0.0,47.05882352941176,35.294117647058826,0.0,11.76470588235294,0.0,114,407.0,30.0
115,7999.728210663543,844.5333333333333,6,0.0,0.0,0.0,16.666666666666664,33.33333333333333,33.33333333333333,16.666666666666664,0.0,115,424.0,30.0
116,8317.270858717837,844.5333333333333,4,25.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,116,441.0,30.0
117,9904.984098989307,844.5333333333333,2,0.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0,117,528.0,30.0
118,10222.526747043603,844.5333333333333,6,0.0,0.0,0.0,0.0,66.66666666666666,0.0,33.33333333333333,0.0,118,545.0,30.0
