,transformed_x,transformed_y,Cell_Num,Endothelial cells,Epithelial cells,Fibroblasts,Lymphoid cells,Myeloid cells
233,10076.11910865707,13028.00236639716,3832310b-66da-46c7-9226-2c0e0737d6c7,0,1,0,0,0
234,10024.255570893316,13034.50995858805,4459e855-99da-4fef-9fe4-07fbb5d11f78,0,1,0,0,0
235,10197.199763360284,13034.31275882469,4ad4ad3b-dfc7-4052-aa89-3a41f36ed9f6,0,1,0,0,0
236,10094.655886412937,13032.932360481167,1286950b-4bc2-46f1-a165-a7b07bb1cad2,0,1,0,0,0
237,10003.943995267206,13033.326760007887,75e8af6f-bd35-49ce-93c8-3db2f1be5d84,0,1,0,0,0
238,10172.352593176887,13044.567146519423,4e17fb1a-bc07-4ec4-b134-fd5545705396,0,1,0,0,0
239,9985.80161703806,13042.989548412543,98173999-a81a-4e35-a0de-c298f576bad6,0,1,0,0,0
240,10117.53105896273,13042.003549595742,ca9fc570-d47e-4189-9f7d-c50524d2e201,0,1,0,0,0
241,10392.821928613685,13044.369946756064,78adcd0f-2306-41d3-87f7-eabca16c53b6,0,1,0,0,0
242,9942.023269572077,13043.778347465983,e4c28d15-8378-4d3a-a1b9-0299dbb7fb28,0,1,0,0,0
243,10066.653520015776,13053.441135870637,28ce228d-c98d-4cdc-bb26-4f9caaacb5a0,0,1,0,0,0
244,10228.160126207847,13052.455137053836,faafbc86-aa46-4914-9be2-847b1339fc0b,0,1,0,0,0
245,10096.430684283177,13057.385131137842,54c8474a-1028-46e0-8bda-8dfc8b6fe37f,0,1,0,0,0
246,10278.643265628081,13057.385131137842,80bf7406-b4e7-41bb-96a4-bebc2568a872,0,1,0,0,0
247,10043.581147702624,13057.385131137842,d379f341-123e-4f1d-a594-e48adc32f5c7,0,1,0,0,0
248,9964.504042595148,13069.61151646618,afe6f995-241d-48cb-b43d-1f3df630b06f,0,1,0,0,0
